match_id,blue_win,blueChampionKill,blueFirstBlood,blueTowerKill,blueInhibitorKill,blueBaronKill,blueRiftHeraldKill,blueTotalGold,blueMinionsKilled,blueJungleMinionsKilled,blueAvgPlayerLevel,redChampionKill,redFirstBlood,redTowerKill,redInhibitorKill,redBaronKill,redRiftHeraldKill,redTotalGold,redMinionsKilled,redJungleMinionsKilled,redAvgPlayerLevel,blueDragonKill,blueDragonHextechKill,blueDragonChemtechKill,blueDragonFireKill,blueDragonAirKill,blueDragonEarthKill,blueDragonWaterKill,blueDragonElderKill,blueVoidgrubKill,blueAtakhanKill,redDragonKill,redDragonHextechKill,redDragonChemtechKill,redDragonFireKill,redDragonAirKill,redDragonEarthKill,redDragonWaterKill,redDragonElderKill,redVoidgrubKill,redAtakhanKill,redDragonChemtech_DragonKill,redDragonEarth_DragonKill,blueDragonHextech_DragonKill,redDragonHextech_DragonKill,blue1_championId,blue1_position,blue2_championId,blue2_position,blue3_championId,blue3_position,blue4_championId,blue4_position,blue5_championId,blue5_position,red1_championId,red1_position,red2_championId,red2_position,red3_championId,red3_position,red4_championId,red4_position,red5_championId,red5_position,redDragonWater_DragonKill,blueDragonFire_DragonKill,blueDragonChemtech_DragonKill,redDragonAir_DragonKill,blueDragonWater_DragonKill,redDragonFire_DragonKill,blueDragonEarth_DragonKill,blueDragonAir_DragonKill,redDragonElder_DragonKill,blueDragonElder_DragonKill,blueTeamChampions,redTeamChampions
KR_7484178157,FALSE,41,FALSE,3,0,0,1,76378,889,161,17,48,TRUE,12,6,2,0,83089,800,228,17.6,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,58,TOP,76,JUNGLE,166,MIDDLE,21,BOTTOM,89,UTILITY,69,TOP,72,JUNGLE,91,MIDDLE,110,BOTTOM,78,UTILITY,2,0,0,1,1,1,0,0,0,0,0,0
KR_7483107148,FALSE,8,FALSE,1,0,0,0,29288,399,130,10.2,21,TRUE,6,0,0,0,38668,445,89,10.4,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,164,TOP,143,JUNGLE,777,MIDDLE,69,BOTTOM,526,UTILITY,24,TOP,80,JUNGLE,910,MIDDLE,81,BOTTOM,60,UTILITY,0,0,0,0,0,1,0,0,0,0,0,0
KR_7483068893,FALSE,12,FALSE,1,0,0,0,43787,665,138,13,34,TRUE,6,1,0,1,53696,620,175,14.8,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,1,8,TOP,72,JUNGLE,112,MIDDLE,221,BOTTOM,526,UTILITY,79,TOP,76,JUNGLE,126,MIDDLE,21,BOTTOM,78,UTILITY,0,0,0,0,0,1,0,0,0,0,0,0
KR_7483028001,FALSE,9,FALSE,0,0,0,0,26430,373,91,9.4,18,TRUE,4,0,0,0,34687,447,105,10.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,799,TOP,64,JUNGLE,1,MIDDLE,81,BOTTOM,43,UTILITY,126,TOP,76,JUNGLE,777,MIDDLE,22,BOTTOM,111,UTILITY,0,0,0,0,0,0,0,0,0,0,0,0
KR_7482979126,TRUE,35,TRUE,7,1,1,0,61702,752,177,16.2,16,FALSE,10,3,0,1,56547,744,183,14.4,1,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,57,TOP,72,JUNGLE,61,MIDDLE,81,BOTTOM,497,UTILITY,86,TOP,63,JUNGLE,126,MIDDLE,22,BOTTOM,43,UTILITY,0,0,0,0,1,1,0,0,0,0,0,0
KR_7482939617,FALSE,9,TRUE,1,0,0,0,28181,418,100,10,15,FALSE,2,0,0,0,32938,438,132,10.8,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,1,57,BOTTOM,143,JUNGLE,64,MIDDLE,81,TOP,432,UTILITY,3,TOP,76,JUNGLE,126,MIDDLE,157,BOTTOM,78,UTILITY,0,0,0,0,0,0,0,0,0,0,0,0
KR_7482894594,FALSE,7,FALSE,0,0,0,0,25820,382,79,9.6,24,TRUE,2,0,0,0,34238,399,112,10.4,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,111,UTILITY,64,JUNGLE,112,MIDDLE,81,BOTTOM,80,TOP,897,TOP,76,JUNGLE,777,MIDDLE,110,BOTTOM,89,UTILITY,0,0,0,1,0,0,0,0,0,0,0,0
KR_7482805887,FALSE,33,FALSE,3,0,0,0,60866,707,165,15,49,TRUE,10,2,1,1,68369,646,189,16.8,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,1,82,TOP,64,JUNGLE,112,MIDDLE,221,BOTTOM,89,UTILITY,799,TOP,80,JUNGLE,893,MIDDLE,81,BOTTOM,78,UTILITY,1,0,0,1,0,0,0,0,0,0,0,0
KR_7482761525,FALSE,4,TRUE,0,0,0,0,24131,356,95,9.4,18,FALSE,3,0,0,0,32959,409,124,10.4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,897,TOP,76,JUNGLE,901,MIDDLE,51,BOTTOM,432,UTILITY,120,JUNGLE,150,TOP,117,MIDDLE,18,BOTTOM,78,UTILITY,0,0,0,1,0,0,0,0,0,0,0,0
KR_7482705555,FALSE,8,FALSE,1,0,0,0,28915,421,108,10,12,TRUE,2,0,0,0,29587,421,92,10,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,122,TOP,64,JUNGLE,910,MIDDLE,119,BOTTOM,518,UTILITY,126,TOP,254,JUNGLE,157,MIDDLE,145,BOTTOM,25,UTILITY,0,0,0,0,0,1,0,0,0,0,0,0
KR_7478550789,TRUE,38,TRUE,8,1,0,0,54702,576,147,14.6,23,FALSE,2,0,0,1,45782,565,146,13,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,57,TOP,5,JUNGLE,901,MIDDLE,202,BOTTOM,60,UTILITY,897,TOP,234,JUNGLE,517,MIDDLE,21,BOTTOM,80,UTILITY,0,0,0,0,0,1,0,0,0,0,0,0
KR_7478498943,TRUE,38,TRUE,10,2,0,1,60804,662,201,15.4,23,FALSE,5,0,0,0,51271,631,142,13.4,3,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2,0,80,TOP,234,JUNGLE,950,MIDDLE,81,BOTTOM,78,UTILITY,114,TOP,238,JUNGLE,3,MIDDLE,21,BOTTOM,526,UTILITY,0,1,0,1,0,0,0,0,0,0,0,0
KR_7478442132,FALSE,34,TRUE,3,0,0,0,63444,743,184,15.4,40,FALSE,10,2,1,1,73529,785,208,17,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,2,1,0,799,TOP,64,JUNGLE,112,MIDDLE,81,BOTTOM,60,UTILITY,58,TOP,76,JUNGLE,126,MIDDLE,202,BOTTOM,526,UTILITY,0,0,0,1,0,0,0,0,0,0,0,0
KR_7478326334,TRUE,34,FALSE,10,3,0,0,67605,828,197,16.6,16,TRUE,7,1,0,1,62449,803,189,15.2,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,897,TOP,234,JUNGLE,711,MIDDLE,81,BOTTOM,43,UTILITY,68,TOP,24,JUNGLE,777,MIDDLE,202,BOTTOM,497,UTILITY,0,0,0,0,0,0,1,2,0,0,0,0
KR_7478244414,TRUE,38,TRUE,11,2,0,1,59840,607,157,14.4,22,FALSE,1,0,0,0,47776,578,139,13.2,3,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,39,BOTTOM,80,JUNGLE,518,MIDDLE,21,TOP,526,UTILITY,24,TOP,234,JUNGLE,3,MIDDLE,18,BOTTOM,497,UTILITY,1,0,0,0,0,0,2,1,0,0,0,0
KR_7476442075,TRUE,25,TRUE,3,0,0,1,40876,515,109,12.4,14,FALSE,1,0,0,0,36462,498,113,11.4,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,74,TOP,72,JUNGLE,112,MIDDLE,21,BOTTOM,78,UTILITY,58,TOP,141,JUNGLE,101,MIDDLE,910,BOTTOM,235,UTILITY,0,0,1,1,0,1,0,0,0,0,0,0
KR_7475340041,TRUE,31,TRUE,8,1,0,1,52632,600,187,14.2,18,FALSE,2,0,0,0,40721,547,124,12.2,2,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,13,TOP,64,JUNGLE,8,MIDDLE,18,BOTTOM,111,UTILITY,516,TOP,62,JUNGLE,893,MIDDLE,21,BOTTOM,43,UTILITY,1,1,0,0,0,0,0,0,0,0,0,0
KR_7475296270,FALSE,35,FALSE,3,0,0,0,60404,628,191,15.4,54,TRUE,7,1,0,1,67668,649,199,16.8,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,1,0,126,TOP,104,JUNGLE,68,MIDDLE,429,BOTTOM,57,UTILITY,77,TOP,91,JUNGLE,893,MIDDLE,42,BOTTOM,78,UTILITY,0,0,0,0,0,2,0,1,0,0,0,0
KR_7475248560,TRUE,21,TRUE,3,0,0,1,36239,453,105,11,7,FALSE,3,0,0,0,32579,476,133,10.8,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,897,BOTTOM,5,JUNGLE,526,UTILITY,21,TOP,711,MIDDLE,67,TOP,80,JUNGLE,893,MIDDLE,18,BOTTOM,60,UTILITY,0,0,0,1,1,1,0,0,0,0,0,0
KR_7475201287,TRUE,33,FALSE,5,0,1,1,57790,645,175,15.4,23,TRUE,3,0,0,0,49483,595,144,13.2,2,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,1,0,0,0,893,TOP,234,JUNGLE,13,MIDDLE,221,BOTTOM,201,UTILITY,56,TOP,24,JUNGLE,799,MIDDLE,81,BOTTOM,518,UTILITY,1,0,1,0,0,0,1,0,0,0,0,0
KR_7475130390,TRUE,22,TRUE,4,0,0,0,36763,468,131,11,9,FALSE,0,0,0,0,27250,374,83,9.8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,799,TOP,120,JUNGLE,893,MIDDLE,429,BOTTOM,60,UTILITY,58,TOP,62,JUNGLE,90,MIDDLE,81,BOTTOM,432,UTILITY,0,0,0,0,0,0,0,1,0,0,0,0
KR_7475056167,TRUE,17,TRUE,2,0,0,0,31037,409,88,10,6,FALSE,0,0,0,0,24753,358,72,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126,TOP,72,JUNGLE,268,MIDDLE,110,BOTTOM,888,UTILITY,36,TOP,9,JUNGLE,81,MIDDLE,429,BOTTOM,518,UTILITY,0,1,0,0,0,0,0,0,0,0,0,0
KR_7473990548,TRUE,31,FALSE,6,0,0,1,48180,546,136,13.4,15,TRUE,2,0,0,0,38355,514,106,11.8,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,MIDDLE,141,JUNGLE,126,TOP,21,BOTTOM,78,UTILITY,68,TOP,799,JUNGLE,246,MIDDLE,429,BOTTOM,24,UTILITY,0,1,0,0,0,0,0,1,0,0,0,0
KR_7473969513,TRUE,27,TRUE,4,0,0,1,42095,497,157,12.8,9,FALSE,2,0,0,0,33975,475,118,11,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,TOP,893,MIDDLE,107,JUNGLE,202,BOTTOM,43,UTILITY,24,TOP,62,JUNGLE,163,MIDDLE,21,BOTTOM,111,UTILITY,0,1,0,0,1,0,0,0,0,0,0,0
KR_7473933540,TRUE,27,TRUE,7,0,0,1,45513,533,133,13,17,FALSE,1,0,0,0,36469,504,93,11.6,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,106,TOP,64,JUNGLE,893,MIDDLE,81,BOTTOM,68,UTILITY,799,TOP,80,JUNGLE,8,MIDDLE,202,BOTTOM,60,UTILITY,0,0,0,0,0,0,0,1,0,0,0,0
KR_7473871713,FALSE,18,TRUE,4,0,0,0,62942,861,217,15.6,29,FALSE,9,1,1,1,75185,958,237,17,1,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,1,1,1,897,TOP,254,JUNGLE,101,MIDDLE,42,BOTTOM,78,UTILITY,4,TOP,56,JUNGLE,84,MIDDLE,81,BOTTOM,497,UTILITY,0,0,0,0,0,1,0,0,0,0,0,0
KR_7473813168,FALSE,19,FALSE,3,0,0,0,59161,784,188,15.6,35,TRUE,9,1,1,1,71117,847,263,16.8,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1,0,0,1,2,799,TOP,64,JUNGLE,117,MIDDLE,21,BOTTOM,518,UTILITY,17,TOP,110,BOTTOM,910,MIDDLE,234,JUNGLE,526,UTILITY,1,0,0,0,0,1,0,0,0,0,0,0
KR_7473763006,TRUE,27,TRUE,6,0,0,1,43605,518,148,12.8,7,FALSE,1,0,0,0,33487,531,105,11,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,TOP,254,JUNGLE,893,MIDDLE,202,BOTTOM,497,UTILITY,68,TOP,5,JUNGLE,8,MIDDLE,51,BOTTOM,432,UTILITY,0,1,1,0,1,0,0,0,0,0,0,0
KR_7473697034,TRUE,33,FALSE,10,2,1,1,59643,668,209,15.4,18,TRUE,3,0,0,0,50269,753,141,14,3,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,92,TOP,76,JUNGLE,42,MIDDLE,22,BOTTOM,78,UTILITY,126,TOP,106,JUNGLE,61,MIDDLE,202,BOTTOM,526,UTILITY,0,0,0,0,0,1,0,2,0,0,0,0
KR_7472579917,FALSE,34,TRUE,8,1,0,1,71019,787,215,16.4,46,FALSE,10,2,2,0,76713,847,165,17.6,2,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,1,0,1,126,TOP,60,JUNGLE,777,MIDDLE,21,BOTTOM,78,UTILITY,799,TOP,234,JUNGLE,112,MIDDLE,202,BOTTOM,910,UTILITY,1,0,0,0,0,0,2,0,0,0,0,0
KR_7472568404,TRUE,15,FALSE,9,1,0,0,34982,397,118,10.2,5,TRUE,0,0,0,0,24814,361,104,9,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,887,TOP,5,JUNGLE,42,MIDDLE,34,BOTTOM,78,UTILITY,39,TOP,234,JUNGLE,517,MIDDLE,119,BOTTOM,53,UTILITY,1,0,0,0,0,0,0,1,0,0,0,0
KR_7472542323,TRUE,21,TRUE,3,0,0,0,34720,419,110,10.4,8,FALSE,0,0,0,0,26666,385,109,9.8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,TOP,80,JUNGLE,910,MIDDLE,119,BOTTOM,89,UTILITY,24,TOP,234,JUNGLE,112,MIDDLE,69,BOTTOM,526,UTILITY,0,0,0,0,0,0,1,0,0,0,0,0
KR_7472487993,TRUE,32,FALSE,5,0,0,0,57891,694,194,15.6,28,TRUE,3,0,0,1,52767,652,161,14.2,1,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,1,0,1,777,TOP,234,JUNGLE,910,MIDDLE,202,BOTTOM,497,UTILITY,68,TOP,254,JUNGLE,61,MIDDLE,42,BOTTOM,555,UTILITY,1,0,0,0,0,0,1,0,0,0,0,0
KR_7472443360,TRUE,29,TRUE,8,1,1,1,60026,663,178,15.4,26,FALSE,2,0,0,0,52592,667,156,13.8,1,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,1,0,0,58,TOP,76,JUNGLE,55,MIDDLE,81,BOTTOM,89,UTILITY,150,TOP,234,JUNGLE,61,MIDDLE,21,BOTTOM,526,UTILITY,1,0,0,0,0,1,1,0,0,0,0,0
KR_7472374330,TRUE,36,TRUE,9,1,1,1,72528,846,206,17.2,39,FALSE,7,2,1,0,69080,791,206,16.6,3,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,799,TOP,143,JUNGLE,39,MIDDLE,22,BOTTOM,78,UTILITY,24,TOP,234,JUNGLE,131,MIDDLE,81,BOTTOM,432,UTILITY,1,0,0,0,2,1,0,1,0,0,0,0
KR_7472294010,TRUE,19,FALSE,3,0,0,1,43776,563,155,13.2,15,TRUE,2,0,0,0,39774,524,122,11.8,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126,TOP,143,JUNGLE,39,MIDDLE,21,BOTTOM,910,UTILITY,24,TOP,9,JUNGLE,875,MIDDLE,202,BOTTOM,518,UTILITY,0,0,0,0,1,0,0,1,0,0,0,0
KR_7472213383,TRUE,33,FALSE,8,1,0,1,54334,603,182,13.8,20,TRUE,2,0,0,0,45012,591,100,13,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,897,TOP,60,JUNGLE,799,MIDDLE,42,BOTTOM,497,UTILITY,154,TOP,234,JUNGLE,893,MIDDLE,110,BOTTOM,111,UTILITY,0,1,0,0,1,0,0,1,0,0,0,0
KR_7471138027,FALSE,16,TRUE,0,0,0,0,26738,359,58,8.8,19,FALSE,4,0,0,0,35118,399,132,10.2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,893,TOP,64,JUNGLE,84,MIDDLE,42,BOTTOM,43,UTILITY,157,TOP,143,JUNGLE,777,MIDDLE,81,BOTTOM,517,UTILITY,1,0,0,1,0,0,0,0,0,0,0,0
KR_7471093970,TRUE,42,FALSE,8,1,0,1,69309,757,199,17,30,TRUE,3,0,0,0,64712,758,235,16.2,3,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,2,1,897,TOP,234,JUNGLE,163,MIDDLE,51,BOTTOM,89,UTILITY,876,TOP,30,JUNGLE,91,MIDDLE,110,BOTTOM,518,UTILITY,0,0,0,1,0,0,1,0,0,0,0,0
KR_7471039778,FALSE,24,FALSE,4,0,0,0,55489,705,169,13.8,42,TRUE,9,1,1,1,63818,671,198,16,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,1,0,0,0,150,TOP,64,JUNGLE,112,MIDDLE,21,BOTTOM,111,UTILITY,39,TOP,56,JUNGLE,893,MIDDLE,42,BOTTOM,78,UTILITY,0,0,0,1,0,0,1,0,0,0,0,0
KR_7471006958,FALSE,9,FALSE,1,0,0,0,26418,347,89,9,21,TRUE,3,0,0,0,34103,390,102,9.8,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,126,TOP,64,JUNGLE,101,MIDDLE,81,BOTTOM,888,UTILITY,39,TOP,234,JUNGLE,163,MIDDLE,21,BOTTOM,78,UTILITY,0,0,0,1,0,0,0,0,0,0,0,0
KR_7470973319,TRUE,34,FALSE,10,2,0,1,47305,486,157,12.6,12,TRUE,1,0,0,0,32355,446,86,10.8,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,14,TOP,59,JUNGLE,893,MIDDLE,81,BOTTOM,78,UTILITY,68,TOP,72,JUNGLE,61,MIDDLE,51,BOTTOM,432,UTILITY,0,0,0,0,0,0,1,1,0,0,0,0
KR_7564854517,TRUE,14,FALSE,4,0,0,0,34187,468,134,10.8,8,TRUE,1,0,0,0,27316,422,92,9.8,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,24,TOP,122,JUNGLE,910,MIDDLE,145,BOTTOM,57,UTILITY,126,TOP,20,JUNGLE,3,MIDDLE,81,BOTTOM,78,UTILITY,0,0,0,1,0,0,0,0,0,0,0,0
KR_7564814223,FALSE,27,TRUE,4,0,0,0,67923,945,203,16.6,44,FALSE,11,3,2,1,79983,920,283,17.4,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,1,2,2,126,TOP,200,JUNGLE,910,MIDDLE,15,BOTTOM,518,UTILITY,39,TOP,254,JUNGLE,103,MIDDLE,81,BOTTOM,12,UTILITY,0,0,0,0,0,0,0,1,0,0,0,0
KR_7564774644,TRUE,34,TRUE,7,1,0,0,55342,640,144,14.2,14,FALSE,1,0,0,1,43195,592,165,13,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,68,TOP,56,JUNGLE,893,MIDDLE,110,BOTTOM,79,UTILITY,897,TOP,799,JUNGLE,163,MIDDLE,202,BOTTOM,12,UTILITY,0,0,0,0,1,0,1,0,0,0,0,0
KR_7564468920,TRUE,33,TRUE,5,0,1,1,63285,719,222,16,25,FALSE,0,0,0,0,55012,716,207,15.2,1,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,1,0,0,39,TOP,887,JUNGLE,268,MIDDLE,18,BOTTOM,80,UTILITY,150,TOP,122,JUNGLE,893,MIDDLE,81,BOTTOM,12,UTILITY,1,0,0,1,0,0,0,1,0,0,0,0
KR_7564458382,TRUE,22,TRUE,3,0,0,0,39045,516,156,12,4,FALSE,2,0,0,0,30637,430,103,10,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,112,MIDDLE,2,JUNGLE,114,TOP,81,BOTTOM,43,UTILITY,126,TOP,9,JUNGLE,799,MIDDLE,15,BOTTOM,117,UTILITY,0,1,0,0,0,0,1,0,0,0,0,0
KR_7564438352,FALSE,9,FALSE,3,0,0,1,42773,669,144,13,23,TRUE,5,0,0,0,51988,714,198,14.4,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,1,0,0,0,799,TOP,200,JUNGLE,61,MIDDLE,22,BOTTOM,235,UTILITY,126,TOP,5,JUNGLE,245,MIDDLE,81,BOTTOM,43,UTILITY,0,0,0,1,0,0,1,0,0,0,0,0
KR_7564400504,TRUE,32,FALSE,7,1,0,0,65886,803,245,16.6,24,TRUE,4,0,1,1,62009,708,204,15.4,2,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,3,1,0,150,TOP,234,JUNGLE,142,MIDDLE,21,BOTTOM,12,UTILITY,78,TOP,122,JUNGLE,43,MIDDLE,81,BOTTOM,526,UTILITY,0,0,0,0,0,0,0,1,0,0,0,0
KR_7564360386,FALSE,15,FALSE,1,0,0,1,44974,607,144,13,35,TRUE,6,0,0,0,55673,625,185,15,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1,0,1,0,0,68,TOP,5,JUNGLE,517,MIDDLE,202,BOTTOM,497,UTILITY,897,TOP,254,JUNGLE,163,MIDDLE,22,BOTTOM,555,UTILITY,2,0,0,1,0,0,0,0,0,0,0,0
KR_7563814323,TRUE,18,TRUE,5,0,0,1,42582,565,154,12,9,FALSE,2,0,0,0,35464,535,121,11.6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,126,TOP,234,JUNGLE,43,MIDDLE,110,BOTTOM,60,UTILITY,68,TOP,64,JUNGLE,268,MIDDLE,81,BOTTOM,78,UTILITY,0,1,0,0,0,0,0,1,0,0,0,0
KR_7563679156,FALSE,20,FALSE,3,0,0,0,51546,683,183,13.8,32,TRUE,4,0,0,1,56274,680,204,14.6,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,2,799,TOP,56,JUNGLE,61,MIDDLE,42,BOTTOM,555,UTILITY,164,TOP,234,JUNGLE,127,MIDDLE,96,BOTTOM,526,UTILITY,0,0,0,0,1,0,0,0,0,0,0,0
KR_7561948255,TRUE,28,FALSE,9,1,0,1,51776,622,174,13.8,14,TRUE,2,0,0,0,45171,630,120,13.6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,150,TOP,254,JUNGLE,163,MIDDLE,21,BOTTOM,43,UTILITY,799,TOP,80,JUNGLE,13,MIDDLE,81,BOTTOM,34,UTILITY,0,0,1,0,0,0,0,1,0,0,0,0
KR_7561920363,TRUE,21,TRUE,2,0,0,0,33512,407,125,10.6,5,FALSE,0,0,0,0,25150,380,101,9.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,TOP,80,JUNGLE,518,MIDDLE,202,BOTTOM,16,UTILITY,266,TOP,143,JUNGLE,126,MIDDLE,81,BOTTOM,43,UTILITY,0,0,0,0,1,0,0,0,0,0,0,0
KR_7561842619,TRUE,18,FALSE,8,1,1,1,55421,743,203,15.4,18,TRUE,5,0,0,0,53205,789,181,14,3,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2,0,126,TOP,68,JUNGLE,163,MIDDLE,81,BOTTOM,201,UTILITY,799,TOP,254,JUNGLE,103,MIDDLE,145,BOTTOM,497,UTILITY,0,1,0,1,0,0,0,0,0,0,0,0
KR_7561791773,TRUE,23,FALSE,3,0,0,0,46920,657,147,13.8,15,TRUE,6,0,0,1,47496,626,183,12.8,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,799,TOP,234,JUNGLE,134,MIDDLE,222,BOTTOM,111,UTILITY,23,TOP,163,JUNGLE,777,MIDDLE,81,BOTTOM,555,UTILITY,0,0,1,0,0,0,1,1,0,0,0,0
KR_7561663858,TRUE,48,FALSE,8,1,1,1,70071,732,205,16.6,33,TRUE,3,0,0,0,62006,783,181,15.4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,122,TOP,238,JUNGLE,4,MIDDLE,81,BOTTOM,78,UTILITY,68,TOP,91,JUNGLE,84,MIDDLE,110,BOTTOM,201,UTILITY,0,0,2,0,1,0,0,1,0,0,0,0
KR_7561546506,TRUE,34,FALSE,10,1,1,1,72740,796,210,17,35,TRUE,5,0,0,0,70666,819,196,16.4,2,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,1,0,24,TOP,234,JUNGLE,268,MIDDLE,81,BOTTOM,60,UTILITY,799,TOP,64,JUNGLE,4,MIDDLE,110,BOTTOM,555,UTILITY,2,0,0,1,1,0,0,0,0,0,0,0
KR_7560809204,FALSE,20,TRUE,3,0,0,1,48564,637,138,13.2,34,FALSE,9,1,1,0,60205,687,178,15.6,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,1,117,TOP,5,JUNGLE,777,MIDDLE,51,BOTTOM,432,UTILITY,126,TOP,64,JUNGLE,268,MIDDLE,81,BOTTOM,412,UTILITY,1,0,0,1,0,0,0,0,0,0,0,0
KR_7560462485,FALSE,46,TRUE,5,0,0,1,67996,691,219,16.4,47,FALSE,8,1,2,0,78789,791,198,17.4,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,164,TOP,876,JUNGLE,127,MIDDLE,51,BOTTOM,518,UTILITY,114,TOP,234,JUNGLE,268,MIDDLE,429,BOTTOM,555,UTILITY,0,0,2,1,0,1,0,0,0,0,0,0
